timestep,real_time,h,goal_error,dist,cost_history,conflict,t_mppi,t_cbf,t_robot,intervention_magnitude,q_0,q_1,q_2,q_3,q_4,q_5,q_6,u_mppi_0,u_mppi_1,u_mppi_2,u_mppi_3,u_mppi_4,u_mppi_5,u_mppi_6,u_safe_0,u_safe_1,u_safe_2,u_safe_3,u_safe_4,u_safe_5,u_safe_6
10,2.459706511999684,0.1417863915702415,0.11739249205584135,0.2417863915702415,0.0037824411194110844,1,0.28271101100017404,0.0015113609997570165,0.000625272999968729,0.08090087701601718,0.31971786559209553,-0.39237199170582987,0.16064063208634094,-1.9173924920558414,0.08014447995303729,1.5925142150537492,0.5573164478829291,0.32040075703797416,-0.393548925587593,0.15910298273011356,-1.9214274543992886,0.08170123296526757,1.5920493887352776,0.5582063577336123,0.3462045712218629,-0.40657472263023087,0.17089719806626444,-1.8477871462202073,0.08986482715309825,1.6007890125776714,0.5603087106660198
11,2.7544950639994568,0.15513551834751219,0.09306921394801915,0.2551355183475122,0.003551807399717584,0,0.2896010220001699,0.0015160550001382944,0.0006360809993566363,0.0064271013463662145,0.33082277521024106,-0.3915426266614706,0.16607644308661595,-1.8930692139480192,0.08396796021918822,1.5953084169377572,0.5580883596933962,0.34480141939486325,-0.35934345475711266,0.17619988630788486,-1.8797064879298566,0.08853039742120988,1.5943141891229937,0.5414599384218313,0.34685416477068837,-0.3601662265940799,0.17718211719651114,-1.873855431898306,0.08919574738350215,1.5951773609337847,0.541631764766151
12,3.026860518999456,0.15457257764300622,0.08646369120890429,0.2545725776430062,0.0031853554134818026,0,0.2672870590004095,0.0014910199997757445,0.0006483189999926253,1.2685739587574105e-06,0.33743545213750004,-0.3799745282616433,0.17096806036759513,-1.8864636912089043,0.08600395290617231,1.595046983454554,0.5515011139508912,0.36362992699498087,-0.3361619266229993,0.1845446004490343,-1.8546964081002928,0.09099350260961073,1.5962719894376507,0.5240098840692455,0.36362966435265354,-0.33616183776668407,0.1845444801809001,-1.854697632682352,0.09099341794966549,1.596271885742536,0.5240098636284839
13,3.27559180299977,0.15311102483896324,0.0761194743450948,0.25311102483896325,0.0028497221281523137,0,0.24361697000040294,0.001409716000125627,0.0006511110004794318,1.192136938270375e-06,0.34772443219886934,-0.3611435584473591,0.1764710836538064,-1.8761194743450949,0.08782571959005663,1.595157238867332,0.540538921422709,0.37988993806144067,-0.3171160225976984,0.1923522699297781,-1.8294737205064644,0.09394401318536394,1.597954892829455,0.512568744194137,0.3798896758404259,-0.317115948785357,0.1923521498053518,-1.8294748667525438,0.09394392425964139,1.5979547910141074,0.5125687242377889
14,3.49794200299948,0.15492335707511765,0.06009537406994947,0.25492335707511765,0.002583864389627522,0,0.2174024650003048,0.0014107309998507844,0.000650963999760279,3.074316078706134e-12,0.36041058851897273,-0.34198820038657834,0.1829417108549834,-1.8600953740699495,0.09009403149144278,1.595753516543422,0.5296473152747618,0.39092426992837603,-0.30398217455190657,0.1968006701376578,-1.814860339638067,0.09872909597360668,1.5980905149516516,0.5035342971071992,0.39092426992912005,-0.3039821745520674,0.1968006701380058,-1.8148603396351366,0.09872909597387304,1.5980905149519515,0.5035342971072555
15,3.698726386999624,0.15765849205074997,0.04471533905324154,0.25765849205075,0.0021885044220305867,0,0.19559552400005487,0.0014970629999879748,0.0006541200000356184,2.9089626518361556e-12,0.3725528559188611,-0.3252423931294397,0.18876867130284605,-1.8447153390532416,0.09337868487375323,1.5962073686299905,0.5192817476174992,0.39693640664289526,-0.300181990138433,0.20128353211136532,-1.8064559168786234,0.10020814796327221,1.5993940246351335,0.5017362464654923,0.3969364066436378,-0.30018199013855107,0.20128353211171937,-1.8064559168758674,0.10020814796354986,1.5993940246354426,0.5017362464655487
16,3.874696906999816,0.16112467889509105,0.032113837577187665,0.26112467889509106,0.0017338972525634954,0,0.17060083500018663,0.0014662250005130772,0.0006654029994024313,2.7163200338885924e-12,0.38228586805519876,-0.31351351507925385,0.19408426090157613,-1.8321138375771877,0.09596367732054877,1.5969941293924637,0.5123264635464146,0.4012873886317893,-0.295048103047058,0.2040889478585472,-1.797821298389598,0.09955106516495701,1.6005899427684427,0.4984946305699183,0.40128738863250146,-0.29504810304713924,0.20408894785889248,-1.797821298387034,0.09955106516523078,1.6005899427687489,0.49849463056997184
17,4.026960528000018,0.16457147363854827,0.021026244688690854,0.26457147363854827,0.0014464374871148325,0,0.14721820000067964,0.001403289999871049,0.000654366000162554,2.494160759513017e-12,0.38990398146900945,-0.3045049021136812,0.19842519212183035,-1.821026244688691,0.09727226483833805,1.5979451756394507,0.5068492487758239,0.4047059462917791,-0.29516815672038993,0.1985486659518726,-1.7955131173409884,0.10260321088895902,1.6009442030394854,0.49716828461696927,0.4047059462924336,-0.2951681567204416,0.1985486659521944,-1.7955131173386358,0.10260321088921442,1.6009442030397751,0.4971682846170188
18,4.153992305999964,0.16696710498678677,0.01339014781931458,0.2669671049867868,0.0010174530154275802,0,0.12204403400028241,0.0013631239999085665,0.0006547020002471982,1.5724074727375103e-12,0.39590524140647065,-0.2991057954347939,0.19893969307304454,-1.8133901478193146,0.09926566489207465,1.5986661913306353,0.5030112983616741,0.4008065950740587,-0.294116608662865,0.20099562724329345,-1.7991545383536713,0.09921570617379352,1.6042420910266235,0.4981606381551031,0.4008065950743588,-0.2941166086628811,0.20099562724343228,-1.7991545383521435,0.0992157061739028,1.6042420910267503,0.49816063815512346
19,4.251728234999973,0.16757660969342422,0.01012392707549159,0.2675766096934242,0.0007308875316125898,0,0.092013787999349,0.0014707350001117447,0.0006468719993790728,1.9729294713982608e-12,0.3979277089707456,-0.2955467470402968,0.20008162027363371,-1.8101239270754916,0.09914200815379387,1.600411586415432,0.5010826836089747,0.3994452472191045,-0.2981727818160625,0.20127280540921444,-1.7984497128995474,0.10026589247764459,1.5968676381541815,0.5019698825251192,0.3994452472195756,-0.2981727818160849,0.20127280540944525,-1.7984497128976666,0.10026589247782657,1.5968676381543945,0.501969882525154
